chrom	start	end	Control_B2_compartments	Brd2_dep_rep1_compartments	Brd2_dep_rep2_compartments
chr1	0	200000			
chr1	200000	400000			
chr1	400000	600000			
chr1	600000	800000			
chr1	800000	1000000			
chr1	1000000	1200000			
chr1	1200000	1400000			
chr1	1400000	1600000			
chr1	1600000	1800000			
chr1	1800000	2000000			
chr1	2000000	2200000			
chr1	2200000	2400000			
chr1	2400000	2600000			
chr1	2600000	2800000			
chr1	2800000	3000000			
chr1	3000000	3200000			
chr1	3200000	3400000	-14.6287965375241	-14.0649659785968	-19.0839323887325
chr1	3400000	3600000	-9.15614993729409	-15.9344283789297	-19.3347562070813
chr1	3600000	3800000	-6.5180539389408	-8.3540317387819	-8.35494675895055
chr1	3800000	4000000	-5.4738034289363	-10.5831370637442	-6.78030865294106
chr1	4000000	4200000	-6.67933787642632	-10.8739933274851	-14.3137227939558
chr1	4200000	4400000	-13.7346554050994	-9.81475300259394	-15.7205115957997
chr1	4400000	4600000	-10.78321833738	-14.8529682131011	-12.2972164047549
chr1	4600000	4800000	-2.47952128427819	-10.2228748953039	-7.28959785522879
chr1	4800000	5000000	-4.06030661658735	-5.19394965024108	-4.445832989595
chr1	5000000	5200000	7.6066490516704	10.3934219610447	16.3481043875305
chr1	5200000	5400000	-3.38916932816061	-8.3378945189978	-4.66695259660897
chr1	5400000	5600000	-10.3850980822826	-13.4662358692516	-11.629915984347
chr1	5600000	5800000	-12.0454820804396	-15.9245904126291	-14.1731501175849
chr1	5800000	6000000	-12.7974708955211	-11.4683709369141	-15.3641576636386
chr1	6000000	6200000	-13.329917778483	-14.6046516519647	-14.9032636510308
chr1	6200000	6400000	-7.19556916947013	-14.2519832018224	-11.675806810861
chr1	6400000	6600000	-9.81868327877452	-3.27212947400829	-7.39156632490093
chr1	6600000	6800000	-13.7060769674512	-12.1550364514528	-14.5730706866375
chr1	6800000	7000000	-12.809248325803	-15.3548366765446	-15.1632597225822
chr1	7000000	7200000	-8.31794512442951	-9.81506228018985	-10.2523536101828
chr1	7200000	7400000	-0.700728992022603	-4.658527050774	2.15582846928663
chr1	7400000	7600000	-7.6293164003238	-10.4535923447316	-13.2002263716451
chr1	7600000	7800000	-8.04973288751746	-8.17652149803727	-7.94855906351299
chr1	7800000	8000000	-7.96523566213314	-9.22205762915301	-12.9370681450917
chr1	8000000	8200000	-14.1408135960355	-12.4845974733755	-17.487341834041
chr1	8200000	8400000	-5.83664225767558	-11.7415789698197	-12.3798390261262
chr1	8400000	8600000	-16.4116204690764	-17.0933812302967	-17.5761573658287
chr1	8600000	8800000	-10.9880540988816	-12.456738805276	-14.1935250824083
chr1	8800000	9000000	-14.1706805666359	-17.2712258955825	-21.319356430921
chr1	9000000	9200000	-13.1886802626001	-14.3324704289166	-10.7921365823516
chr1	9200000	9400000	-11.3989517429986	-17.2284077029458	-19.7171146279788
chr1	9400000	9600000	-15.3980999796302	-12.605675703067	-20.0409992444713
chr1	9600000	9800000	-6.21697623275797	-11.6588395743077	-8.1176737006657
chr1	9800000	10000000	12.4878196624226	6.45710368885589	14.0178580363492
chr1	10000000	10200000	18.3172815298331	14.467683696272	20.6525090005242
chr1	10200000	10400000	11.2329532471219	13.1175374284527	13.1410065848633
chr1	10400000	10600000	-6.84751593956704	-1.51724858835143	-4.78465101119024
chr1	10600000	10800000	-10.8636525850573	-14.664372428885	-13.3977248307089
chr1	10800000	11000000	-8.44193268973031	-13.1211512481133	-3.72528565887127
chr1	11000000	11200000	-6.86480212499689	-5.5891516684806	-4.40086384089921
chr1	11200000	11400000	-5.11034000191217	-5.86159300608061	-9.88104758233409
chr1	11400000	11600000	-2.26221245106812	-10.1294337635504	-1.93504372956473
chr1	11600000	11800000	-6.39574600363187	-9.22222024073902	-12.6235136901934
chr1	11800000	12000000	-8.90623810001717	-13.2009073085813	-16.3907247381236
chr1	12000000	12200000	-11.1938582037263	-17.946647275101	-15.9666705014382
chr1	12200000	12400000	-6.18600707118257	-13.9844635870858	-10.97682188549
chr1	12400000	12600000	-9.21882599617057	-13.9420965657143	-20.229198790409
chr1	12600000	12800000	-12.0244232619959	-17.9793419517475	-12.7085306635331
chr1	12800000	13000000	-2.81304877542785	0.39970688655951	0.937588826797344
chr1	13000000	13200000	1.16793034846565	1.02625030774487	3.00939853808848
chr1	13200000	13400000	13.4613022173253	16.4947195025792	20.9381089130581
chr1	13400000	13600000	12.925238890338	19.2566688753335	12.5702131404464
chr1	13600000	13800000	5.60632388419426	4.00821562955353	12.1133402709324
chr1	13800000	14000000	1.1896559775748	-2.54389071252454	-7.14505469101688
chr1	14000000	14200000	-6.34357107877798	-9.60017625106134	-8.40871039387957
chr1	14200000	14400000	-7.27889422292908	-5.58135429742629	-14.6228537404589
chr1	14400000	14600000	-3.09513437438058	-4.56616946480066	-9.31300267245722
chr1	14600000	14800000	-1.24363110408483	-4.83844516386938	-13.3870263617961
chr1	14800000	15000000	-6.99994219838294	-2.73771198450864	-8.60105864656155
chr1	15000000	15200000	-9.43846734206859	-6.30649195005327	-12.6931906187971
chr1	15200000	15400000	-8.74323201447735	-10.8603609418757	-13.3705386073786
chr1	15400000	15600000	-6.84846524629229	-10.0729741680497	-13.644387541891
chr1	15600000	15800000	-10.6020608708511	-10.5529444930584	-13.0532634112142
chr1	15800000	16000000	-1.33960508880543	-6.00236647673727	-1.21149991919631
chr1	16000000	16200000	-2.20817423325761	3.48311238800403	1.08292689260109
chr1	16200000	16400000	7.06500683282231	-1.50261338738167	8.27620506995034
chr1	16400000	16600000	-0.97828091279801	-0.245677776546018	-4.57743031306431
chr1	16600000	16800000	0.817914229023395	-3.71823372129598	-4.00511586283212
chr1	16800000	17000000	1.67963977838247	1.59628687495971	3.05212667598413
chr1	17000000	17200000	-11.0975248918578	-4.24302461088306	-12.6651307411568
chr1	17200000	17400000	-8.95752849999711	-9.7964291270858	-9.4347722437601
chr1	17400000	17600000	-7.22800474189956	-11.2078887030262	-14.9353400755789
chr1	17600000	17800000	-13.7550953308791	-11.6269378375231	-17.1795321000857
