chrom	start	end	Control_B2_compartments	Brd2_dep_rep1_compartments	Brd2_dep_rep2_compartments
chr1	0	100000			
chr1	100000	200000			
chr1	200000	300000			
chr1	300000	400000			
chr1	400000	500000			
chr1	500000	600000			
chr1	600000	700000			
chr1	700000	800000			
chr1	800000	900000			
chr1	900000	1000000			
chr1	1000000	1100000			
chr1	1100000	1200000			
chr1	1200000	1300000			
chr1	1300000	1400000			
chr1	1400000	1500000			
chr1	1500000	1600000			
chr1	1600000	1700000			
chr1	1700000	1800000			
chr1	1800000	1900000			
chr1	1900000	2000000			
chr1	2000000	2100000			
chr1	2100000	2200000			
chr1	2200000	2300000			
chr1	2300000	2400000			
chr1	2400000	2500000			
chr1	2500000	2600000			
chr1	2600000	2700000			
chr1	2700000	2800000			
chr1	2800000	2900000			
chr1	2900000	3000000			
chr1	3000000	3100000			
chr1	3100000	3200000	-12.3723188444711	-9.66183222049307	-16.1829868119785
chr1	3200000	3300000	-8.82468486525895	-13.3821403986985	-15.7188104564815
chr1	3300000	3400000	-6.26955714747431	-12.9716747968266	-16.7159954858514
chr1	3400000	3500000	-9.31213555786893	-10.2312424526019	-15.021091344615
chr1	3500000	3600000	-4.15735005612953	-5.78204368493336	-7.69713857537416
chr1	3600000	3700000	-6.37244990367913	-5.85974762998759	-6.10148004756857
chr1	3700000	3800000	-7.00855530828348	-6.36996314121016	-2.19100802671444
chr1	3800000	3900000	-2.43302912423739	-9.50792841379231	-8.07413688817097
chr1	3900000	4000000	-10.7740172178967	-14.9004974323127	-17.0816588777459
chr1	4000000	4100000	-1.58561552510502	-5.02092138153532	-4.33004893692933
chr1	4100000	4200000	-8.60085440207476	-6.39349823315583	-12.3028975861073
chr1	4200000	4300000	-10.3293022319015	-7.41338308556641	-10.9291749268231
chr1	4300000	4400000	-4.65564651459681	-10.6514029311113	-10.0344813744862
chr1	4400000	4500000	-10.884890084682	-10.3654546515655	-9.35869498985811
chr1	4500000	4600000	-4.89938278299957	-11.4423001641197	-5.31755656192326
chr1	4600000	4700000	1.72922296402514	-4.07288851466824	-7.0652613089786
chr1	4700000	4800000	-7.46572854571681	-10.4289027055086	-7.59318643363198
chr1	4800000	4900000	2.51822114843798	5.18793156144548	-0.732898769748869
chr1	4900000	5000000	10.709907224418	11.7759218501005	22.6318992518978
chr1	5000000	5100000	2.31396035387449	3.41199878342905	0.50389569736399
chr1	5100000	5200000	-4.61210748290929	-5.11264497952023	-0.854594729124501
chr1	5200000	5300000	-4.63795588936403	-6.71672223940924	-6.09842879379394
chr1	5300000	5400000	-6.65384116131065	-7.71361849981534	-7.23489872002535
chr1	5400000	5500000	-8.03382616981549	-11.4410605597102	-9.04741995670008
chr1	5500000	5600000	-9.2417372600899	-11.6635672415694	-11.0702976680514
chr1	5600000	5700000	-8.95099238531209	-9.73977993745243	-9.66637932586022
chr1	5700000	5800000	-10.687677099526	-7.39032052814813	-9.84960556633698
chr1	5800000	5900000	-6.60489791680411	-9.3970796966927	-10.0026839861152
chr1	5900000	6000000	-10.3461020460806	-9.90262488928319	-12.1787085008653
chr1	6000000	6100000	-7.57657397673536	-11.0366542604775	-12.1988009681245
chr1	6100000	6200000	-7.33378973793854	-11.9402673313312	-12.2181476989696
