chrom	start	end	Control_B2_compartments	Brd2_dep_rep1_compartments	Brd2_dep_rep2_compartments
chr1	0	100000			
chr1	100000	200000			
chr1	200000	300000			
chr1	300000	400000			
chr1	400000	500000			
chr1	500000	600000			
chr1	600000	700000			
chr1	700000	800000			
chr1	800000	900000			
chr1	900000	1000000			
chr1	1000000	1100000			
chr1	1100000	1200000			
chr1	1200000	1300000			
chr1	1300000	1400000			
chr1	1400000	1500000			
chr1	1500000	1600000			
chr1	1600000	1700000			
chr1	1700000	1800000			
chr1	1800000	1900000			
chr1	1900000	2000000			
chr1	2000000	2100000			
chr1	2100000	2200000			
chr1	2200000	2300000			
chr1	2300000	2400000			
chr1	2400000	2500000			
chr1	2500000	2600000			
chr1	2600000	2700000			
chr1	2700000	2800000			
chr1	2800000	2900000			
chr1	2900000	3000000			
chr1	3000000	3100000			
chr1	3100000	3200000	-0.8133299293016724	-0.7104883365964278	-0.8342248954446968
chr1	3200000	3300000	-0.5940016107662829	-0.7616337322525882	-0.756914328924653
chr1	3300000	3400000	-0.3776589827592407	-0.8738274787182031	-0.9111027563326568
chr1	3400000	3500000	-0.6863998266685456	-0.7721283092143212	-0.8517068841266124
chr1	3500000	3600000	-0.3421426698515654	-0.2585781062429974	-0.3792070336336767
chr1	3600000	3700000	-0.376004091006084	-0.4201492925964907	-0.2548979044876288
chr1	3700000	3800000	-0.5113385640337332	-0.3337917223733833	0.0105771756303941
chr1	3800000	3900000	-0.2421335675665763	-0.5139335671158964	-0.4198144534195088
chr1	3900000	4000000	-0.6426058527487688	-1.0151165823902837	-0.8528141927298135
chr1	4000000	4100000	-0.0652688659003344	-0.1895471974166784	-0.205879381317904
chr1	4100000	4200000	-0.7038798841249005	-0.418617756440709	-0.6498070944924867
chr1	4200000	4300000	-0.6731334196649363	-0.5868218244328257	-0.4620791314048354
chr1	4300000	4400000	-0.4703807922954439	-0.805287349575446	-0.4636508187327394
chr1	4400000	4500000	-0.8702168681135277	-0.6912137997761058	-0.5274743394179611
chr1	4500000	4600000	-0.3481544056196131	-0.5718862116256642	-0.2112720226997286
chr1	4600000	4700000	0.1630357782556023	-0.0894562686950976	-0.2824851225833436
chr1	4700000	4800000	-0.5035579844358541	-0.546226388959106	-0.3108539348403585
chr1	4800000	4900000	0.203144344081521	0.1332564367921561	0.0929378657125279
chr1	4900000	5000000	0.6335151279526022	0.7060559186328688	0.9189109572033404
chr1	5000000	5100000	0.2456391606047858	0.3081449520712974	0.0481756520477148
chr1	5100000	5200000	-0.2137027361690772	-0.3232124579982038	0.0093911692289646
chr1	5200000	5300000	-0.2489377035186768	-0.2852655702746663	-0.2462496804188918
chr1	5300000	5400000	-0.4405716819050076	-0.4190804831816747	-0.3095949619043708
chr1	5400000	5500000	-0.5357643493729113	-0.6695596225518095	-0.5690636721843407
chr1	5500000	5600000	-0.6531480180552237	-0.8776622323101707	-0.4132325173467742
chr1	5600000	5700000	-0.5093223736717031	-0.5158103410029378	-0.5299158829158351
chr1	5700000	5800000	-0.6824012821788951	-0.3585802558785911	-0.4560435236466074
chr1	5800000	5900000	-0.4577741760063752	-0.4937666857430954	-0.6961046665890118
chr1	5900000	6000000	-0.6839991574527844	-0.6033629801574768	-0.5847372999518037
