chrom	start	end	Control_B2_compartments	Brd2_dep_rep1_compartments	Brd2_dep_rep2_compartments
chr1	0	500000			
chr1	500000	1000000			
chr1	1000000	1500000			
chr1	1500000	2000000			
chr1	2000000	2500000			
chr1	2500000	3000000			
chr1	3000000	3500000			
chr1	3500000	4000000	-7.17130758545386	-10.5266696295219	-14.8316687788413
chr1	4000000	4500000	-5.67899018892673	-9.12861741632612	-7.18170192234666
chr1	4500000	5000000	-7.54084980584656	-9.80087243595809	-10.4463624027276
chr1	5000000	5500000	3.00298666327869	2.22539292006614	4.83744572290198
chr1	5500000	6000000	-8.30646919863871	-11.3702472914495	-7.65434184530427
chr1	6000000	6500000	-11.1161354480402	-12.073345364211	-14.3787992244342
chr1	6500000	7000000	-8.45261090507794	-6.62178676554048	-8.05197168459133
chr1	7000000	7500000	-11.5865050894689	-15.0768379584665	-13.942519350994
chr1	7500000	8000000	-5.13083144664302	-6.2055135018423	-3.44640750922014
chr1	8000000	8500000	-10.588317507962	-9.39692480559827	-12.7317386345612
chr1	8500000	9000000	-12.3208313785676	-14.1969388116239	-14.4013350574085
chr1	9000000	9500000	-14.7609564768853	-14.4397559984793	-15.868183478138
chr1	9500000	10000000	-11.6747382618775	-15.6760313484591	-17.4583396836013
chr1	10000000	10500000	13.5324620700042	8.31595064469981	15.4198734932301
chr1	10500000	11000000	0.0279336748961533	3.47320648334471	2.73996592137437
chr1	11000000	11500000	-7.91910919580974	-10.4879497924399	-3.97781410196292
chr1	11500000	12000000	-2.99093716996618	-8.90414778153759	-8.57021562992975
chr1	12000000	12500000	-8.69188446283225	-14.2608539845361	-13.4646555619631
chr1	12500000	13000000	-9.25748042171643	-13.9327781704959	-13.9089887072026
chr1	13000000	13500000	-2.37071454893413	-1.66534774085983	1.93251674522721
chr1	13500000	14000000	16.2423222440169	16.4890788591451	15.6792269061182
chr1	14000000	14500000	2.16234113317213	-3.02804017890677	-3.12561382399137
chr1	14500000	15000000	-7.06454006860155	-4.01809734066439	-12.4870178430965
chr1	15000000	15500000	-6.43948281236512	-4.93126425037413	-10.994231316632
chr1	15500000	16000000	-8.2077067309347	-9.44560410085115	-13.5551585647202
chr1	16000000	16500000	-2.50361593345668	-4.30100843485055	-2.17815194484098
chr1	16500000	17000000	2.25288980174517	-3.41667780993102	1.30902482078046
chr1	17000000	17500000	-0.826036221728734	2.86674704260318	-1.21363698294686
chr1	17500000	18000000	-9.79576236811251	-10.9616325011208	-13.1518492314792
chr1	18000000	18500000	-11.6495838525027	-13.5571236423367	-14.4278759963859
chr1	18500000	19000000	-12.4180504000976	-12.9709285566143	-17.2911665240208
chr1	19000000	19500000	-15.4566818293844	-17.8792722291691	-16.5649035154604
chr1	19500000	20000000	-7.58411109674334	-11.0477245906825	-13.6626935286248
chr1	20000000	20500000	-8.74643948914225	-13.8984375364708	-11.4360353991619
chr1	20500000	21000000	-12.2395945965294	-14.1384536181165	-18.1779052092577
chr1	21000000	21500000	3.518781950112	3.56503367916329	3.589331269312
chr1	21500000	22000000	5.03371454118591	5.1183094749595	5.39098241835014
chr1	22000000	22500000	-8.56442755139975	-8.87539048727693	-13.7573170003941
chr1	22500000	23000000	-4.87488027562814	-6.34907059023064	-10.5370297418657
chr1	23000000	23500000	-7.94056197976912	-6.54108929834449	-11.5532918743839
chr1	23500000	24000000	-4.82604376031458	-8.84381106073772	-4.37909907290562
chr1	24000000	24500000	-0.600640185549235	-2.97018574691892	-5.46458053667242
chr1	24500000	25000000	0.54818622454242	-4.33783440535777	-1.96013527652915
chr1	25000000	25500000	-8.23273747462131	-10.1037488506626	-11.4653343556343
chr1	25500000	26000000	-8.29989644807378	-5.51098499552245	-10.394128815395
chr1	26000000	26500000	-8.22946075670973	-12.960459176246	-11.8900297129602
chr1	26500000	27000000	-13.561543870254	-12.832939906763	-14.254812934726
chr1	27000000	27500000	-12.7677816464849	-13.6914607954822	-15.3685842326404
chr1	27500000	28000000	-15.4571001330506	-15.9092024214586	-14.0141992781017
chr1	28000000	28500000	-12.7363768015525	-14.050867534063	-16.0960116644021
chr1	28500000	29000000	-14.095002432349	-13.4437237881391	-11.1240198369373
chr1	29000000	29500000	-12.2844136856034	-11.5543319281425	-14.4758651543824
chr1	29500000	30000000	-13.7558193493527	-14.883830853424	-13.7725434006108
chr1	30000000	30500000	-13.3892020925247	-14.9153013121528	-16.5684027586089
chr1	30500000	31000000	-11.815078913673	-14.6642460670143	-11.9505777701774
chr1	31000000	31500000	-3.61207140337172	-8.11910139557266	-4.51877380090226
chr1	31500000	32000000	-11.7724743719744	-13.3976484126193	-6.62230473636372
chr1	32000000	32500000	-16.1604333586346	-17.1092423460398	-15.4995315540107
chr1	32500000	33000000	-13.3645601295048	-11.3621365278813	-12.5072686153914
chr1	33000000	33500000	-11.9875305474431	-7.77340900049058	-11.858096719894
chr1	33500000	34000000	-10.9245334082542	-14.6078511734969	-13.5544771965069
chr1	34000000	34500000	16.5416141644282	15.4516624201334	17.3584397549663
chr1	34500000	35000000	18.5196357579242	19.0325226521068	18.1704084279812
chr1	35000000	35500000	16.3739581825357	11.2666697887639	12.9958006274007
chr1	35500000	36000000	-4.57774702220779	-5.45035843037713	-3.11947213682415
chr1	36000000	36500000	14.2925132953098	12.1378899355116	13.9310340910986
chr1	36500000	37000000	25.374921541548	24.4540992854838	25.4619764299661
chr1	37000000	37500000	23.3124424773926	25.9663862003816	25.2559692236745
chr1	37500000	38000000	17.21373135919	21.1942857063261	23.4171977519897
chr1	38000000	38500000	18.1852288780204	16.5481750461752	18.3724171396085
chr1	38500000	39000000	17.0192700088192	17.1504506071739	18.328677812118
chr1	39000000	39500000	11.9366952020117	14.4369955334851	14.5901353536436
chr1	39500000	40000000	21.371709076895	17.8307252159995	20.3087104580233
chr1	40000000	40500000	22.5216516203699	19.0434347761311	20.0212619134636
chr1	40500000	41000000	3.41059685651077	2.24297718141276	2.52970037005314
chr1	41000000	41500000	-4.86376601181527	-1.4607280479003	-2.12416244423115
chr1	41500000	42000000	-7.72325628408502	-10.6840572942451	-7.03656093202807
chr1	42000000	42500000	-8.64152104152976	-9.43215480788982	-11.3050048930727
chr1	42500000	43000000	-8.62473720641099	-6.82041399283146	-6.12992561653843
chr1	43000000	43500000	4.61493200847424	5.88441583113782	4.44276009662486
chr1	43500000	44000000	5.38144574217139	5.80931227772787	8.13295809586944
chr1	44000000	44500000	4.88325086415245	4.69529992084716	4.04900605975069
chr1	44500000	45000000	-9.08999664597189	-7.03616062559302	-9.00815203391767
chr1	45000000	45500000	-12.2213498190463	-14.8492015337704	-14.4438539892322
