chrom	start	end	Control_B2_compartments	Brd2_dep_rep1_compartments	Brd2_dep_rep2_compartments
chr1	0	200000			
chr1	200000	400000			
chr1	400000	600000			
chr1	600000	800000			
chr1	800000	1000000			
chr1	1000000	1200000			
chr1	1200000	1400000			
chr1	1400000	1600000			
chr1	1600000	1800000			
chr1	1800000	2000000			
chr1	2000000	2200000			
chr1	2200000	2400000			
chr1	2400000	2600000			
chr1	2600000	2800000			
chr1	2800000	3000000			
chr1	3000000	3200000			
chr1	3200000	3400000	-0.6437188808895649	-0.65067686311398	-0.697488693709614
chr1	3400000	3600000	-0.4285653660313855	-0.709303681714995	-0.8230129592119322
chr1	3600000	3800000	-0.2293157093194764	-0.3464448921162121	-0.2529488940907129
chr1	3800000	4000000	-0.217522021080797	-0.3203899333949644	-0.2405220368672091
chr1	4000000	4200000	-0.3080014847286488	-0.4514714424149981	-0.5399819246254124
chr1	4200000	4400000	-0.6137577158077451	-0.4162762664343261	-0.5332555821502646
chr1	4400000	4600000	-0.5141116963197357	-0.6806603067334245	-0.4365914502761343
chr1	4600000	4800000	-0.0621414069180486	-0.3140911881278208	-0.1798665596151834
chr1	4800000	5000000	-0.0801525801949849	-0.0855500646671554	-0.0941239645353362
chr1	5000000	5200000	0.4086190633898972	0.5137897359479543	0.5327110843462161
chr1	5200000	5400000	-0.1743427417477158	-0.274361922934385	-0.0826610375982376
chr1	5400000	5600000	-0.427072392725015	-0.4958068042173306	-0.390106807412767
chr1	5600000	5800000	-0.5200750999724624	-0.6149907799449451	-0.4721019658618214
chr1	5800000	6000000	-0.5242306648869332	-0.3964072671843013	-0.5017798481689489
chr1	6000000	6200000	-0.5731342596712723	-0.5448831898341355	-0.581484389768918
chr1	6200000	6400000	-0.2808778741520776	-0.5211212891567771	-0.2917564275748708
chr1	6400000	6600000	-0.342582517502027	-0.1515017322796558	-0.1858806280019353
chr1	6600000	6800000	-0.6148989820624998	-0.3966206905601059	-0.4700994688619099
chr1	6800000	7000000	-0.589646645846503	-0.5941020257891937	-0.5564370070218553
chr1	7000000	7200000	-0.3118109820768618	-0.2731783883804543	-0.3065843107525918
chr1	7200000	7400000	-0.0144150800606822	-0.0666855688745814	0.1620656575384066
chr1	7400000	7600000	-0.3818494597553644	-0.4036366605671325	-0.4190767689354864
chr1	7600000	7800000	-0.3285684854450551	-0.2806238206958741	-0.2936134790406047
chr1	7800000	8000000	-0.2959924225842807	-0.2778890635045111	-0.4034456747494476
chr1	8000000	8200000	-0.6175865197860837	-0.5030572440683571	-0.5988676906352796
chr1	8200000	8400000	-0.4049780495639329	-0.5234357970785274	-0.3898943880146403
chr1	8400000	8600000	-0.756685938194481	-0.6818445999090038	-0.548519142315804
chr1	8600000	8800000	-0.4139310208108149	-0.4892215655250144	-0.4324547880176563
chr1	8800000	9000000	-0.6092754715590782	-0.631436878603254	-0.655952176423213
chr1	9000000	9200000	-0.5403759467490645	-0.539433288104655	-0.3356960754152096
chr1	9200000	9400000	-0.4286393616260294	-0.6610360396662974	-0.6011695798210308
chr1	9400000	9600000	-0.6020327716713798	-0.4384247409534217	-0.6300606174137648
chr1	9600000	9800000	-0.1651967880741258	-0.3649435470173114	-0.2028402308366064
chr1	9800000	10000000	0.5434021437513824	0.3830643342715251	0.5430287786279052
chr1	10000000	10200000	0.9343000535773648	0.6826022209260652	0.7888417912783984
chr1	10200000	10400000	0.6127995786740311	0.6956954096501277	0.6181189809363239
chr1	10400000	10600000	-0.2114063739760032	0.0616792903792779	-0.1330909131654672
chr1	10600000	10800000	-0.4189194024061918	-0.5065756281230209	-0.4325558573014199
chr1	10800000	11000000	-0.2991790425337674	-0.4454894260300382	-0.0270358971486326
chr1	11000000	11200000	-0.2197103132730584	-0.1468676952127521	-0.093603206315727
chr1	11200000	11400000	-0.1818325092428503	-0.1103725067538321	-0.3100474637591079
chr1	11400000	11600000	0.0412284102366478	-0.325337472883398	0.0104328004214738
chr1	11600000	11800000	-0.2126339556890665	-0.2855637664366721	-0.398997179707709
chr1	11800000	12000000	-0.3797611423400905	-0.4854909355309866	-0.523502583994129
chr1	12000000	12200000	-0.4298565425090128	-0.6953519041418659	-0.5010779310996988
chr1	12200000	12400000	-0.2116970824810441	-0.4781273866432918	-0.2965953496782335
chr1	12400000	12600000	-0.3335498730994315	-0.4499858369674418	-0.6257030666086154
chr1	12600000	12800000	-0.4673446872389532	-0.5866801541331991	-0.3573721304596654
chr1	12800000	13000000	-0.0359956211578885	0.1326104239484142	0.1224857797711688
chr1	13000000	13200000	0.1195647044028796	0.1220848061233821	0.1761605178588167
chr1	13200000	13400000	0.5662904889025867	0.601643348563583	0.6501568335683654
chr1	13400000	13600000	0.6376070097128969	0.9817604625536304	0.5970989782246745
chr1	13600000	13800000	0.2929828214802485	0.2236154296996972	0.5082484295275804
chr1	13800000	14000000	0.0657493621352011	-0.0393785140744116	-0.1620035611902282
chr1	14000000	14200000	-0.2048314621366675	-0.2921589402784492	-0.2320283496459596
chr1	14200000	14400000	-0.2427799939698308	-0.1092166441357351	-0.4451669886230013
chr1	14400000	14600000	-0.05273489466242	-0.0071712529098634	-0.2627614774725363
chr1	14600000	14800000	0.0502376711339798	-0.0969098701721249	-0.387719936011296
chr1	14800000	15000000	-0.182322584041628	-0.0444417904527342	-0.2224068889816582
chr1	15000000	15200000	-0.3140291332037614	-0.1901627173747579	-0.3854872390802138
chr1	15200000	15400000	-0.3172864197841373	-0.3451884602536338	-0.3662156508968484
chr1	15400000	15600000	-0.2087172971484573	-0.3108011237838731	-0.4181442809993992
chr1	15600000	15800000	-0.4003280187631244	-0.3256549520543444	-0.4107340771925328
chr1	15800000	16000000	0.0044219264139303	-0.145648311930047	0.0323061671501404
chr1	16000000	16200000	-0.0176393670117959	0.2110505802261281	0.1393710888835185
chr1	16200000	16400000	0.3028250888427477	0.0448204842905595	0.3134741849469016
chr1	16400000	16600000	0.0189601342019996	0.0887066951183977	-0.0737761767446019
chr1	16600000	16800000	0.0755059256829602	-0.0338386929670869	-0.0607358830599538
