chrom	start	end	Control_B2_compartments	Brd2_dep_rep1_compartments	Brd2_dep_rep2_compartments
chr1	0	1000000			
chr1	1000000	2000000			
chr1	2000000	3000000			
chr1	3000000	4000000			
chr1	4000000	5000000	-0.3149157583315076	-0.3952377700510198	-0.4558071102283245
chr1	5000000	6000000	-0.0729895243743891	-0.069146576952697	-0.020847719739832
chr1	6000000	7000000	-0.3438120831502178	-0.3694714994592759	-0.3550175250957023
chr1	7000000	8000000	-0.3627145720773013	-0.2981388860224312	-0.3217376295137822
chr1	8000000	9000000	-0.2587313180611606	-0.2272636373669823	-0.2550507912864542
chr1	9000000	10000000	-0.4744075312393008	-0.49034129762445	-0.468680797410718
chr1	10000000	11000000	0.1081447337997512	-0.0287564804266371	0.0641189176131565
chr1	11000000	12000000	-0.0787391139781927	-0.0392129711750629	0.0179159969056149
chr1	12000000	13000000	-0.1343369107763125	-0.342873757859963	-0.3443544583706537
chr1	13000000	14000000	-0.1560627684621749	-0.227096059788745	-0.156685503770962
chr1	14000000	15000000	0.3202188670570869	0.3434153206772386	0.3166430522366163
chr1	15000000	16000000	-0.1335288540047972	-0.0224593791174466	-0.2753004567564239
chr1	16000000	17000000	-0.1084018237984971	-0.0900121071685776	-0.1711909380619596
chr1	17000000	18000000	0.07369787548587	0.0723838721763716	0.00851307463921
chr1	18000000	19000000	-0.3837723428934159	-0.3680103266034939	-0.41099519356878
chr1	19000000	20000000	-0.4355822007468807	-0.4691025878064409	-0.4706510881515835
chr1	20000000	21000000	-0.2583000997325657	-0.2880920782548539	-0.2936501196420056
chr1	21000000	22000000	-0.0785766417686529	-0.022397107246823	-0.1330214696065426
chr1	22000000	23000000	0.0770154578404024	0.1271943427995353	-0.0235284840511644
chr1	23000000	24000000	-0.1188713658878989	-0.1558023312321988	-0.2435270707240654
chr1	24000000	25000000	-0.0449726512644898	-0.0728388326067445	-0.0438495753603573
chr1	25000000	26000000	-0.069317623417227	-0.1282609983829186	-0.1474122237082464
chr1	26000000	27000000	-0.232904030756568	-0.2216086418396546	-0.3691049379875766
chr1	27000000	28000000	-0.49797434346383	-0.4201352107287863	-0.442060911188541
chr1	28000000	29000000	-0.5147747696601825	-0.5500510492812621	-0.4865970977184043
chr1	29000000	30000000	-0.4901043253454317	-0.3322545406033107	-0.4277185858486557
chr1	30000000	31000000	-0.467908776317899	-0.4811295804867722	-0.4318762264858405
chr1	31000000	32000000	-0.249782202059387	-0.3223605549071585	-0.2421965187352727
chr1	32000000	33000000	-0.4507513693998395	-0.4594090215293987	-0.3138988454727758
chr1	33000000	34000000	-0.3840980247530557	-0.1988863523778407	-0.3593192692914942
chr1	34000000	35000000	0.1445618959987469	0.049578037006244	0.1067978908632732
chr1	35000000	36000000	0.6296124921773582	0.6139528259003447	0.4891998803378635
chr1	36000000	37000000	0.276069214262155	0.1706841285793211	0.2193208352243205
chr1	37000000	38000000	0.8577169416431061	0.8515242972573432	0.8014961295410553
chr1	38000000	39000000	0.6160551568627332	0.728080823766263	0.6264748479754733
chr1	39000000	40000000	0.6581861616411318	0.7189633044378964	0.6794339139531277
chr1	40000000	41000000	0.8111050642681613	0.775016879313315	0.7049660608016295
chr1	41000000	42000000	0.098588836629308	0.1652840375373184	0.1218196571012854
chr1	42000000	43000000	-0.1552078184304574	-0.2322161279643533	-0.1948506612717522
chr1	43000000	44000000	0.0964579180679094	0.199801515926897	0.1064956221583385
chr1	44000000	45000000	0.25390027091486	0.2829434763301556	0.2556983447727322
chr1	45000000	46000000	-0.3099113703614309	-0.303903515540197	-0.2873575432808974
chr1	46000000	47000000	-0.3741963666726224	-0.3196544308360378	-0.4328876880001504
chr1	47000000	48000000	-0.323003831493303	-0.4067113570126586	-0.4055014493795761
chr1	48000000	49000000	-0.4755424529248901	-0.4055916615580346	-0.4659635319973288
chr1	49000000	50000000	-0.5297257365800128	-0.493361545856844	-0.5345573817274675
chr1	50000000	51000000	-0.4670463553513701	-0.4390912972650198	-0.4957161906245032
chr1	51000000	52000000	-0.5429023333868631	-0.4771936032760315	-0.5242923226010944
chr1	52000000	53000000	0.0704615121418911	0.0391970054496456	0.149774491141934
chr1	53000000	54000000	0.1149126028064303	0.1844089169243195	0.1734126535821048
chr1	54000000	55000000	-0.0399304197034552	-0.0946916125407629	-0.0651260532930499
chr1	55000000	56000000	0.2185285621102299	0.2500020746258987	0.2267214694686792
chr1	56000000	57000000	0.1426943603136233	0.183835668490825	0.1258804093522574
chr1	57000000	58000000	-0.1556119135450805	-0.1381641515327333	-0.2559929596023688
chr1	58000000	59000000	0.1730929937945505	0.1663503460057508	0.1774856075155394
chr1	59000000	60000000	0.4864383449832871	0.5136005468163684	0.4293157790331913
chr1	60000000	61000000	0.7243209233310346	0.6877908057883593	0.6703946641779553
chr1	61000000	62000000	0.4625051351334066	0.3919485320695277	0.3698167719868555
chr1	62000000	63000000	-0.0347844595425295	0.0844867801058075	0.0303818591670486
chr1	63000000	64000000	0.3188163362019576	0.3201187813848765	0.3410707705510022
chr1	64000000	65000000	0.6720579687209713	0.5361967235390621	0.5086804941318668
chr1	65000000	66000000	0.5415343242003315	0.6117815256740714	0.4154367506212864
chr1	66000000	67000000	-0.1206301786184535	0.0025020150067137	-0.1235954453561981
chr1	67000000	68000000	-0.1740717786800528	-0.0607349418096937	-0.1815598330231304
chr1	68000000	69000000	-0.2891567805946727	-0.2875046779456611	-0.219669984540087
chr1	69000000	70000000	-0.3397032825714654	-0.3018961669958965	-0.3205960771051463
chr1	70000000	71000000	-0.3466628899996044	-0.172743685622615	-0.2740301537034531
chr1	71000000	72000000	-0.2777297512739214	-0.1693115503914311	-0.2099142866170262
chr1	72000000	73000000	0.2064172641511701	0.2292161878299299	0.2764458712646489
chr1	73000000	74000000	0.5559555822066584	0.5965929552774898	0.6624591107998552
chr1	74000000	75000000	0.2743530831776633	0.4244669484589849	0.3758574004096945
chr1	75000000	76000000	0.8940242925584142	0.9702092265493764	0.917418415601392
chr1	76000000	77000000	0.8209262040303817	0.8820713223358683	0.8060809330223252
chr1	77000000	78000000	-0.0758706204640701	-0.0591199461623815	-0.1538803629650325
chr1	78000000	79000000	0.19880518974525	0.2157183345377996	0.2699102302536865
chr1	79000000	80000000	0.44655966980625	0.3794735544106227	0.3226175740036432
chr1	80000000	81000000	-0.0412525074462123	-0.0282014464626653	-0.0713003645710751
chr1	81000000	82000000	-0.1409979135293756	-0.0576980621629265	-0.102851084393558
chr1	82000000	83000000	-0.3706640772692682	-0.3329522554039527	-0.3480861337292522
chr1	83000000	84000000	0.0482350157303219	0.1398167162131121	0.1319222128264144
chr1	84000000	85000000	-0.2019172291856259	-0.1703348550652623	-0.1890878339490511
chr1	85000000	86000000	0.2104946869649064	0.2455187010821333	0.2045040560947179
chr1	86000000	87000000	0.2424392480389237	0.2496018448986543	0.2472175511543149
chr1	87000000	88000000	0.7616118084538455	0.7051114469624591	0.6893409941377494
chr1	88000000	89000000	0.910994276734744	0.9797938286135802	0.7713210767628428
chr1	89000000	90000000	0.1881750097645207	0.2355314282917988	0.3261005671542558
chr1	90000000	91000000	0.9326320082215092	0.931495879678751	0.8716659550477255
chr1	91000000	92000000	0.7190567673438344	0.8899841634647019	0.8174072891014345
chr1	92000000	93000000	0.9408960870005688	1.0661291286724142	1.0517960965420563
chr1	93000000	94000000	0.9791032829247858	1.1296576240192262	0.9388502812300946
chr1	94000000	95000000	1.0593396618788868	1.1444809174995196	1.0905765777038214
chr1	95000000	96000000	-0.2453552971245609	-0.1756535882104145	-0.3157206412499339
chr1	96000000	97000000	-0.3534523400067514	-0.271397335829747	-0.3995198648296462
chr1	97000000	98000000	-0.3530134523672328	-0.3547091618588371	-0.4011906460329569
chr1	98000000	99000000	-0.2313480898959401	-0.2551694686741907	-0.3898908624011825
chr1	99000000	100000000	-0.38611122489798	-0.3570086045606054	-0.3968198694047403
chr1	100000000	101000000	-0.3945584496319596	-0.2872594175113517	-0.4409435859181213
chr1	101000000	102000000	-0.3769343245625737	-0.3205929482440726	-0.4142731754565253
chr1	102000000	103000000	-0.4560807613896388	-0.4623016871565074	-0.5073639607310675
chr1	103000000	104000000	-0.3927704881103958	-0.3898105541652446	-0.4266402581816089
chr1	104000000	105000000	-0.4666188932438352	-0.3738110485371755	-0.4830792883812076
chr1	105000000	106000000	-0.4295607611987299	-0.3217948789803351	-0.3597300427655951
chr1	106000000	107000000	0.1962735140734814	0.276395415104674	0.1550312602416185
chr1	107000000	108000000	0.18069951416169	0.2545750147665515	0.1861713956940815
chr1	108000000	109000000	-0.4228772129584623	-0.3823920483225968	-0.438041308306291
chr1	109000000	110000000	-0.4277603903182678	-0.390743843568697	-0.3968013969113332
chr1	110000000	111000000	-0.4873959979922693	-0.461778989705721	-0.5536551965412211
chr1	111000000	112000000	-0.4977493469910233	-0.4399545169194099	-0.4550851678600316
chr1	112000000	113000000	-0.4476620054863947	-0.4701583603070538	-0.5203818566484723
chr1	113000000	114000000	-0.460117580612933	-0.4306953573654855	-0.4430543595536256
chr1	114000000	115000000	-0.4330097687443492	-0.3129633779739923	-0.3828862430172134
chr1	115000000	116000000	-0.4457895760468688	-0.3908834389079331	-0.4365682622322787
chr1	116000000	117000000	-0.4508953578998478	-0.4108211091429461	-0.4306275331899347
chr1	117000000	118000000	-0.3739683442816746	-0.4062318545402225	-0.4199506997462682
chr1	118000000	119000000	-0.4837731038751754	-0.5896743601368927	-0.5116514364818194
chr1	119000000	120000000	0.4956909412339163	0.5169688648938384	0.3765044775552025
chr1	120000000	121000000	0.9038011776659348	1.0031785715577917	0.8524354329609645
chr1	121000000	122000000	0.7312182895017513	0.8951512900884144	0.8853150353148155
chr1	122000000	123000000	0.1881853431697413	0.2707627125493707	0.2227498529702624
chr1	123000000	124000000	-0.3340309319931102	-0.367350735726815	-0.2561907259754599
chr1	124000000	125000000	-0.3264810859007895	-0.2538418481073338	-0.3495314373787682
chr1	125000000	126000000	-0.2933898895008108	-0.205779757968266	-0.1980081599838617
chr1	126000000	127000000	0.018640557932339	0.140854391435268	0.1554236740261374
chr1	127000000	128000000	0.1054141362408357	0.2378947822642791	0.1401940941563135
chr1	128000000	129000000	0.3728160459159433	0.5019387972303713	0.5222861258289121
chr1	129000000	130000000	0.4038560623042016	0.4762543227825132	0.4263714693336013
chr1	130000000	131000000	-0.2318607035794812	-0.2442524363099179	-0.2763567136328562
chr1	131000000	132000000	0.0848878239951349	0.1871454734164121	0.1980357750366837
chr1	132000000	133000000	0.9455348144704686	0.9840135868739316	0.8350062539210231
chr1	133000000	134000000	0.9737290939835204	1.0193420458688234	0.9720503688165096
chr1	134000000	135000000	0.6317709238143016	0.6769227209151002	0.6945456943371736
chr1	135000000	136000000	0.6094358259897247	0.6278342299450304	0.7125706113908108
chr1	136000000	137000000	0.940614755368226	0.9965411018020478	0.989131609149748
chr1	137000000	138000000	0.8938372458826667	0.8909953744964638	0.8334928372886279
chr1	138000000	139000000	0.097976981739754	0.2767424135767488	0.0977366760654002
chr1	139000000	140000000	0.0165871697446142	0.1302275994840886	0.0439372931745117
chr1	140000000	141000000	-0.1384273063489348	-0.0105654393951195	-0.0895638317176898
chr1	141000000	142000000	-0.3794136478167663	-0.3832675638499618	-0.3945756353644136
chr1	142000000	143000000	-0.4249103286616154	-0.4756154177143655	-0.5168887898649034
chr1	143000000	144000000	-0.4555573566141267	-0.433245795206476	-0.5166623081869477
chr1	144000000	145000000	-0.0656820892846623	-0.1536563509166124	-0.1410265126289729
chr1	145000000	146000000	-0.318751381048	-0.3603052081003207	-0.3912432546690129
chr1	146000000	147000000	-0.4168676137881597	-0.4713723832745028	-0.472260198028196
chr1	147000000	148000000	-0.4401825029802975	-0.4786262738279832	-0.5311744362900123
chr1	148000000	149000000	-0.464580775258851	-0.4803067084141612	-0.5105427152973872
chr1	149000000	150000000	-0.5161101345552948	-0.5142638715085485	-0.5109030254412967
chr1	150000000	151000000	-0.5136529168631976	-0.3401285846242028	-0.3729085554995643
chr1	151000000	152000000	-0.0345011734268238	0.0513720231977137	-0.0640791833439704
chr1	152000000	153000000	0.6918703650665026	0.7009460453838704	0.5820236537474807
chr1	153000000	154000000	0.8158893355093988	0.8801813044238492	0.7716233523394993
chr1	154000000	155000000	0.7185355654161627	0.7493797514780738	0.6972665340834632
chr1	155000000	156000000	0.3957756696257127	0.470859237380708	0.3806399991871552
chr1	156000000	157000000	0.8354255766162694	0.9222514845785004	0.7734654552179846
chr1	157000000	158000000	0.6995547125891741	0.7589543807977703	0.7937750379207362
chr1	158000000	159000000	0.1457631960108215	0.2298947487145577	0.223387420883052
chr1	159000000	160000000	0.0305424126918129	0.1971142552048772	0.2061027522503467
chr1	160000000	161000000	0.0640221543975793	0.2645235077975981	0.1702597577212911
chr1	161000000	162000000	0.2263926528245266	0.2604230085320382	0.2309515882223033
chr1	162000000	163000000	0.2104422468626363	0.3549668328553725	0.3866284130145405
chr1	163000000	164000000	0.2155775620819686	0.3043065717227176	0.2914943209941776
chr1	164000000	165000000	-0.0011515373693448	0.0341325575144426	-0.0061345644555948
chr1	165000000	166000000	0.3949950046853953	0.4543666887240719	0.4430552598754409
chr1	166000000	167000000	0.5720657185960732	0.6988671829061794	0.5585537418110016
chr1	167000000	168000000	0.0079763071873541	0.1688868314016188	0.063591527820864
chr1	168000000	169000000	0.4820807218034961	0.5760216618312903	0.6299356318626951
chr1	169000000	170000000	-0.0129547580897984	0.0876416821119195	0.0311373576567793
chr1	170000000	171000000	-0.0283647867685323	0.0583906981936298	0.1476731155233999
chr1	171000000	172000000	0.6387582926843764	0.7091417625301045	0.6055450420616846
chr1	172000000	173000000	0.5413590075327064	0.643416181246606	0.5356865407804258
chr1	173000000	174000000	0.428016770081891	0.4624015604108508	0.4173482687110298
chr1	174000000	175000000	-0.2906718319746569	-0.230045690262159	-0.3834720490041242
chr1	175000000	176000000	-0.2731520361809609	-0.1247774099254249	-0.1773451426301535
chr1	176000000	177000000	0.1134333774569181	0.0885099465477981	0.0437383781269186
chr1	177000000	178000000	0.073736720312678	0.2171308694584939	0.1403453349079576
chr1	178000000	179000000	0.2674717322346665	0.3049748322871818	0.205320750413798
chr1	179000000	180000000	0.3953862097512238	0.5049052683958702	0.4346491476255126
chr1	180000000	181000000	0.8302036403493986	0.9211243245778792	0.8735653592496198
chr1	181000000	182000000	0.8548882132067103	0.9843232913797794	0.8729661429181325
chr1	182000000	183000000	0.7266173996992571	0.7465470735902565	0.681928880589507
chr1	183000000	184000000	0.7968344925490779	0.8583079961978776	0.7954676202697157
chr1	184000000	185000000	0.4211617184110686	0.4169435223469672	0.44652801476457
chr1	185000000	186000000	0.4363156262887145	0.516572382808889	0.5598919716018852
chr1	186000000	187000000	0.5364534584547589	0.658075588176624	0.5945314601509284
chr1	187000000	188000000	0.3168084436418827	0.3923898521430273	0.2787092063609964
chr1	188000000	189000000	0.4043282810610876	0.511896559324572	0.4933969059818801
chr1	189000000	190000000	0.1967757901494601	0.4844157577094964	0.4600738558641137
chr1	190000000	191000000	0.6166338410570001	0.7226590849902068	0.6801499667718576
chr1	191000000	192000000	0.8386391999522759	0.9322879371586996	0.8837945388165414
chr1	192000000	193000000	1.0737109946449372	0.9804241333368384	0.9557364855616038
chr1	193000000	194000000	0.707650499186877	0.7417054132793707	0.6317785482358349
chr1	194000000	195000000	0.5992520414250688	0.8385385772751022	0.5779518686904656
chr1	195000000	195471971	0.2237020049774727	0.3260824810598487	0.3057226478407251
chr2	0	1000000	0.0076497531604279	-0.146646851131982	-0.1080470604143667
chr2	1000000	2000000			
chr2	2000000	3000000			
chr2	3000000	4000000			
chr2	4000000	5000000	-0.0930966277995242	0.0112949625548691	0.054016101530617
chr2	5000000	6000000	0.3194045084423077	0.4824396501908342	0.3493735429372384
chr2	6000000	7000000	0.4448958370588391	0.5127247735932071	0.4679169412101715
chr2	7000000	8000000	0.2781027547588851	0.1971090794415074	0.2971962937313201
chr2	8000000	9000000	-0.3444948465066396	-0.3818624259646713	-0.4249530261956548
chr2	9000000	10000000	-0.5256753682780925	-0.4330564643880749	-0.5293229565682763
chr2	10000000	11000000	-0.1536043887137775	-0.1460009733536504	-0.091947234045975
chr2	11000000	12000000	0.1195048503900836	0.0641906014463552	0.1477413952578696
chr2	12000000	13000000	0.0512439694624042	0.1126124333365057	0.1144564695908501
chr2	13000000	14000000	-0.3744957685224476	-0.301895733127721	-0.2999155316392249
chr2	14000000	15000000	-0.2473825002765466	-0.1845654853842194	-0.1786293749135923
chr2	15000000	16000000	-0.3011090956691011	-0.4250376844224076	-0.4449102238239121
chr2	16000000	17000000	-0.4023782399989712	-0.3960326185347882	-0.5242175096444862
chr2	17000000	18000000	-0.420623341454918	-0.3996327075622254	-0.4416491668247803
chr2	18000000	19000000	-0.1282130817103481	-0.0542932765854752	-0.1023342377523538
chr2	19000000	20000000	0.1411317984501965	0.1105419209913623	0.1576006393783147
chr2	20000000	21000000	-0.1016161157759852	-0.0994430999935624	-0.0799232848861915
chr2	21000000	22000000	0.1538683101947728	0.2606036220659382	0.106433429629502
chr2	22000000	23000000	-0.2821566540995148	-0.268057510407285	-0.2385837688653244
chr2	23000000	24000000	-0.1923393577255329	-0.1925803232547336	-0.2279265269825154
chr2	24000000	25000000	-0.2199062984884455	-0.1428136193250604	-0.1595391536274737
chr2	25000000	26000000	0.4716866577130482	0.3617051281634034	0.2984109711884226
chr2	26000000	27000000	1.0106235872049498	1.1978114323429792	0.897520142027442
chr2	27000000	28000000	0.7841768068706322	0.86714644173734	0.7483100146316624
chr2	28000000	29000000	0.834687310310097	0.7116938448559397	0.7208868899541111
chr2	29000000	30000000	0.8974577836886283	0.91361424145226	0.8199901178323189
chr2	30000000	31000000	0.9381728598348036	0.8920288691009975	0.7993060046321747
chr2	31000000	32000000	0.8864234155425834	0.8350081605913022	0.7381959970384896
chr2	32000000	33000000	1.0523662740754962	1.0220719317099491	0.9161840463774188
chr2	33000000	34000000	1.1045609771897538	1.1619770530914264	0.9160049716067852
chr2	34000000	35000000	1.2127803841296645	1.3454242267989076	1.075938485831179
chr2	35000000	36000000	1.0757229208180126	1.0720139577029122	0.955351242611136
chr2	36000000	37000000	0.9061349493009154	0.8357619476473719	0.9284005396749052
chr2	37000000	38000000	-0.2269035643195131	-0.2001868813054775	-0.3020152260533555
chr2	38000000	39000000	0.1924318749012059	0.0811434404941908	0.1332449978151258
chr2	39000000	40000000	0.5496145754131032	0.790199138317763	0.6890754017996288
chr2	40000000	41000000	-0.3987343586303566	-0.1766695584372555	-0.2366255638357267
chr2	41000000	42000000	-0.4719420130612903	-0.4374673024297989	-0.5189272417450287
chr2	42000000	43000000	-0.5349640822953752	-0.4444313262541355	-0.3575198683735583
chr2	43000000	44000000	-0.547265345937067	-0.4474373124702915	-0.4136497008975121
chr2	44000000	45000000	-0.4937025507558669	-0.3549851451775558	-0.4023191502648205
chr2	45000000	46000000	-0.2021735601541712	-0.208045699986235	-0.2423773237056874
chr2	46000000	47000000	-0.1611055651594189	-0.2400414422784094	-0.1776807137900305
chr2	47000000	48000000	-0.4348156687005428	-0.413882501528634	-0.4680784151092199
chr2	48000000	49000000	-0.3959444413028213	-0.490090288099654	-0.507604588922833
chr2	49000000	50000000	-0.3382558767858942	-0.241172906259233	-0.2851056755088633
chr2	50000000	51000000	0.0037768936815576	0.0837716946978128	-0.0054177505389831
chr2	51000000	52000000	-0.1038257155550966	-0.0983622795443491	-0.0456553304250838
chr2	52000000	53000000	0.0366430478429011	-0.0441881992543474	0.1204882271793954
chr2	53000000	54000000	0.3678091391349601	0.43962408582816	0.4226037956924499
chr2	54000000	55000000	-0.2564651342572451	-0.1975042799587056	-0.2925123976171083
chr2	55000000	56000000	-0.5234022425096813	-0.4167310486096118	-0.5158380982409306
chr2	56000000	57000000	-0.552196001224105	-0.44520482582331	-0.5190096069763099
chr2	57000000	58000000	-0.4684771992841596	-0.4919289406056588	-0.507230165282229
chr2	58000000	59000000	-0.1916103576668817	-0.1348791491946483	-0.1020228808794949
